filename,treeno,sentence,num_matches
wb/eng/00/eng_0010,250,"And the money trail , or the stupidities , like the finding of a highjacker 's passport in the rubble within 12 hours of the event , or the reports of the Seattle Mayor being warned *-1 *PRO*-2 not to fly to the east coast on 911 , or the Bin ladens ' charter flight out of the US during the `` no fly '' period ; all that disappears under the weight of scorn flung * at the claims that *T*-3 are wrong .",0
wb/eng/00/eng_0010,259,But I bet 0 such concerns are far from the minds of military leaders who *T*-1 can not be bothered *-2 *PRO*-3 to equip or supply their own troops properly .,1
wb/eng/00/eng_0010,345,"In your little history lesson ( why *PRO* not go back to the Romans who *T*-1 slaughtered everyone in Carthage , or , for that matter , the Israelites in the OT , commanded * by Yawheh *PRO*-2 to slaughter man , women , and child *T*-3 ? ) , you mention the bombing of Dresden .",1
wb/eng/00/eng_0010,349,"Obviously , the pilots did n't think too much about what *T*-1 was happening on the ground , or they would lose their minds ( their souls had already been burned *-2 away , whether they knew it or not ) .",0
wb/eng/00/eng_0010,412,"So , by definition , your precious God is not there with them in Heaven , since he failed *-1 to protect them at all costs , or any cost , for that matter .",1
wb/eng/00/eng_0011,56,"Eclecticism is a virtue because not only does it draw from a variety of sources and promote divergent positions , it also makes an argument about what *ICH*-3 *T*-1 is best among the various doctrines , methods or styles 0 it employs *T*-2 .",0
wb/eng/00/eng_0012,60,"The enemies of this coalition are , however , surprisingly not all the puritans of the Right or the `` new Left '' ( although Segolene Royal , the Socialist Party 's president - in - waiting does campaign on an anti-porn agenda ) .",1
wb/eng/00/eng_0012,88,"it is not a place 0 *PRO* to go and have sex happily , as a person or as a couple *T*-1 .",1
wb/eng/00/eng_0012,124,I left the Beverly *PRO*-1 intrigued *RNR*-2 but not quite convinced *RNR*-2 by Ovidie 's argument that *PRO* writing or screening sex is in itself a genuinely subversive statement of wilful and unrepentant erotic intent .,0
wb/eng/00/eng_0013,43,"If most people subscribe to the notion that black and white are not only skin colors but states of mind , why are we baffled or offended *-6 when Michael , who *T*-1 was introduced *-2 to the white ways of Hollywood at the age of 5 , tells us that he is n't sure what his true color is *T*-3 *T*-4 *T*-5 ?",0
wb/eng/00/eng_0013,45,"Every time 0 the androgynous Jackson goes under the knife *T*-1 he is crying out that he does n't know if he is man or woman , child or adult , black or white .",3
wb/eng/00/eng_0014,48,"He went on *PRO*-1 to say , `` The purpose of surrealism was not *PRO* to create a new literary , artistic , or even philosophical movement , but to explode the social order , to transform life itself ' ( 107 ) .",1
wb/eng/00/eng_0014,96,"Bunuel chose *PRO*-1 not to use the distorted lenses , supered images , or blurred focus ( cinematic conventions of the day ) *PRO*-2 to suggest the dreamlike quality of his film .",1
wb/eng/00/eng_0015,167,"*PRO* To care for all of the region 's displaced Iraqis , the agency had a total budget of $ 22 million *U* in 2006 -- less than $ 7 *U* a person , which *T*-1 must cover not only the Kafkaesque registration programs but also basic survival aid to refugees trapped * in desert camps or squatting in abandoned buildings .",0
wb/eng/00/eng_0016,156,"Not least , they operated without the need *PRO* to support their prejudices or delusions in authentic high - level debate , *PRO*-1 flourishing in their members - only domains of the Pentagon , the NSC Staff , and the State Department , *PRO*-1 enjoying exclusive channels of communication to the White House controlled * by Cheney , and unchallenged under a President of uniquely closed mind .",0
wb/eng/00/eng_0016,189,Rumsfeld 's impact would not vanish with terms of office or elections .,1
wb/eng/00/eng_0017,63,"However , after *PRO* watching Dr. Nigel Spivey tell us How Art Made the World *T*-1 ( ''It is n't every day 0 you walk around with a 16 ( or 60 ? ) million dollar piece of limestone in your hand *T*-2 . '' ) I learn that I 've re-discovered a 40,000 year - old trick of story - telling .",1
wb/sel/00/sel_0008,1,"In many cases , high street retailers will also agree *PRO*-1 to exchange goods when consumers change their minds *T*-2 , but they are not allowed *-3 to charge for *PRO* doing so if the goods were purchased *-4 online or via mail order .",1
wb/sel/00/sel_0014,1,"I can not agree or disagree since I have been surfing and gathering info on the 70 , not particularly on Hippolytus .",1
wb/sel/00/sel_0082,1,*PRO* Seems 0 you may want *PRO*-1 to plant something that *T*-2 would not live there unless you apply help or energy .,1
wb/sel/01/sel_0178,1,"And they know 0 I do n't care if they eat their whole lunch , give part away or bring part home , the only thing 0 I mind *T*-1 is good food being thrown *-2 in the trash .",1
wb/sel/01/sel_0197,1,"No good can come from such an approach , and it will certainly not convince anybody or bring him closer to our beliefs .",1
wb/sel/02/sel_0245,1,"I am not saying that either side is automatically right about the quality or performance of a particular car , but I think 0 most people will deny 0 whatever they buy *T*-1 is a POS , even if it is *?* .",1
wb/sel/02/sel_0268,1,"a However , many people at their death do not at all drop their responsibility for life and for people , but they continue *-1 to nurture and protect life , your life too , as much as they can *?* and feel like *PRO* doing , or are invited *-2 by you *PRO*-3 to do , which they try *PRO*-4 to do *T*-5 as what you commonly call *T*-6 *PRO*-7 angels .",0
wb/sel/03/sel_0300,1,"*PRO* Face it : You do n't want *PRO*-1 to read anything *ICH*-2 or see anything *ICH*-2 about JG , so you call every remark *PRO*-3 whining , no matter how thoughtful or credible his comments are *T*-4 .",1
wb/sel/03/sel_0301,1,"2. *PRO* Do n't chew gum , carry knives or key rings in your pockets etc. while *PRO* skating .",1
wb/sel/03/sel_0348,1,I 'm not sure what kind of warped female or drag queen *T*-1 could carry these off but I had *-2 to share .,1
wb/sel/03/sel_0372,1,No one here has ever said 0 you are not free *PRO*-1 to worship as you please or to follow the religious path 0 you choose *T*-2 .,1
wb/sel/04/sel_0440,1,It does n't have *-1 to be very big -- I found 0 sterllite dishpans are just the right size & only cost a buck or two .,0
wb/sel/04/sel_0454,1,"They only cover folks actually getting unemployment , & do not include those that *T*-1 do n't qualify for it , have stopped *-2 getting it , or have never applied among a myirad of others like myself .",1
wb/sel/04/sel_0495,1,"During the trip , Carol was not in the least ashamed *PRO*-1 to be seen *-2 in shorts or swimming attire although her artificial leg covered her stump to just below the hip .",1
wb/sel/05/sel_0522,1,"-- If anything , the demonstrations may well harden congressional resistance and create an atmosphere conducive not only to the victory of reactionary candidates in the coming elections , but also to the defeat of those candidates who *T*-1 are *RNR*-2 , or would be *RNR*-2 , friendly to the social and economic objectives of our struggle. --",0
wb/sel/08/sel_0856,1,"I admit that I do n't necessarily see a compelling reason 0 *PRO* to fly at 6000 rather than 4000 or vice versa *ICH*-1 *T*-2 in most cases , or anywhere in between .",2
wb/sel/08/sel_0871,1,"We do n't let Shuttle fly through any rain , acid or alkali or neutral .",2
wb/sel/08/sel_0891,1,"Yet , I have n't seen too many ducks fly non-stop across the Gulf of Mexico or Humming birds swimming in a lake .",1
wb/sel/09/sel_0914,1,"He ca n't conceive that people can like or dislike each other for what they are *T*-1 - no , in his paranoid world they get together and whisper how *PRO* to do other tribes in *T*-2 .",1
wb/sel/09/sel_0950,1,"Your blog wo n't get listed *-1 by Yahoo , or any other search engine , automatically .",1
wb/sel/09/sel_0967,1,"Now I am not suggesting that you should offer vauluations for free to your customers in your shop or give away your wares for free but this is the internet for god sake , I am half way across the world .",1
wb/sel/10/sel_1044,1,I do n't mean super-specialized applications like SABRE or a top bank using the mainframe *PRO*-1 to handle many banking terminals .,1
wb/sel/10/sel_1051,1,*PRO* wrote : I really do nt get it why rogues got that skill *T*-1 since they did nt have caster problems but warrior problems and they still ca nt kill a warrior or feral druid Perhaps because the game does n't revolve around pvp only ?,0
wb/sel/10/sel_1052,1,"which *T*-1 ca n't be explained *-2 anyway whose side was the Queen on *T*-3 and why did n't she really kill or banish him instead of enjoying his plays *T*-4 I think 0 the Queen , on the advice of Burghley and probably Essex , who *T*-5 got his advice from Bacon at that time , MAY have tacitly agreed to a plan *PRO* to remove Marley 's name permanently from the record of living citizens on her little island .",1
wb/sel/10/sel_1091,1,"If a vet is n't available , a gunshot or a crushing blow to the skull , with a large hammer , are merciful ways 0 *PRO* to kill an injured small animal *T*-1 .",0
wb/sel/11/sel_1103,1,"And indeed it does not *?* , since a scientific theory must make positive predictions which *T*-1 can then be tested *-2 *PRO* to provide confirmation or falsification .",1
wb/sel/12/sel_1202,1,"We can , and should still fight for good development < but *PRO* getting mitigation for something that *T*-1 in many cases is inevitable because Harvard and BC own certain lands and WILL develop them is not in itself repulsive , unethical , or undesirable as far as I am concerned *-2 .",1
wb/sel/12/sel_1223,1,The lower paid employees absolutely can not afford *PRO*-1 to rent or own anything near Fairfax County .,1
wb/sel/12/sel_1287,1,I 'm not commenting on whether *PRO* having illegals pick lettuce is good or bad .,1
wb/sel/13/sel_1379,1,*PRO* do not use your home or personal email address *PRO*-1 to post sensitive topics to this group .,1
wb/sel/14/sel_1417,1,"Just *PRO* remember this *ICH*-2 also , your efforts do not need *-1 to stop after 30 days or you reach 30 participants , *PRO* keep *-3 posting and getting more and more .",1
wb/sel/14/sel_1459,1,"Loco USA , 40 % of high school graduates can not read and do arithmetic , teachers can deduct from taxes guns , but not books , and their main problem is *PRO* not to be beaten , raped or drugged *-1 .",1
wb/sel/15/sel_1513,1,"A 2000 report in the Journal of the American Medical Association , hardly part of the gun lobby , showed 0 cooling - off periods did not reduce homicide rates or overall suicide rates .",1
wb/sel/15/sel_1547,1,"Last month Schwarzenegger signed a compact *ICH*-1 with four other Western states *PRO* to establish a regional "" cap and trade "" system for greenhouse - gas emissions that *T*-2 would allow companies that *T*-3 reduce their emissions below certain target levels to sell credits to those that *T*-4 do n't *?* or ca n't *?* .",0
wb/sel/15/sel_1591,1,"Crucially they DO NOT cut into the nail root with anything - what they do *T*-1 is *PRO* apply some kind of acid I ca nt remember what this is called *-2 *PRO*-3 *T*-4 for a precise amount of time - around a minute or two , *PRO* to ' kill ' the nail root .",0
wb/sel/16/sel_1614,1,"I do n't have *-1 to agree with them , and I often do n't *?* , but I get reams of data and some interesting insights when my blogging friends report on political issues like abuse of the environment , or on the questionable veracity of a candidate *T*-2 .",0
wb/sel/16/sel_1646,1,"Although the court did not specifically address media websites , lawyers on both sides of the case said 0 the ruling would protect newspapers and other media that *T*-1 report defamatory remarks by third parties on their websites but not on their pages or on air .",1
wb/sel/16/sel_1678,1,"No , it does n't look terribly good for the Yankees ' pitching right now if they do n't re-sign Pettitte and / or convince Clemens *PRO*-1 to return .",2
wb/sel/17/sel_1780,1,"Constance Wilde would send him an allowance , but would not see him which he did not mind *T*-1 or allow him to visit his children which he did mind *T*-2 .",1
wb/sel/18/sel_1871,1,But they do n't tell you how much schools spend *T*-1 or anything ...,1
wb/sel/18/sel_1878,1,""" Part-timer "" is a colloquial expression for a poor example : a person who *T*-1 does not rate highly in a particular field or literally does not spend sufficient time on the field *PRO*-2 to rate as a "" proper "" philosopher .",0
wb/sel/18/sel_1883,1,"*PRO* Come on , guys , you know very well 0 Chinese people can not eat or spend poetry .",1
wb/sel/20/sel_2043,1,"Now *PRO* suppose 0 some non - "" field officers "" had classified identities and you did n't have the clearance or the need *PRO* to know .",1
wb/sel/20/sel_2073,1,I ca n't honestly tell if the audio is running on the hi-fi or the edge track .,1
wb/sel/20/sel_2091,1,"News and other information - They directly or indirectly own all the major news media , and can therefore tell the public exactly what they want them to hear *T*-1 , and deny the public the information 0 they do not want them to see , hear or read *T*-2 .",1
wb/sel/20/sel_2095,1,"While you are likely quite proud of your home & its restoration , because of newsreader limitations , this newsgroup will not be an appropriate place 0 *PRO* to posts files with graphics *T*-1 , however , *PRO* by all means offer *PRO*-2 to send via e-mail or scan into your web pages then tell us the URL .",0
wb/sel/22/sel_2200,1,"I did n't like *PRO*-1 to ask her *PRO*-2 to spell it as most elderly Gaels can not read or write Gaelic , thanks to the pernicious system which *T*-3 punished them for *PRO*-4 using the language at school and I had no wish *PRO* to emnbarrass her .",2
wb/sel/22/sel_2217,1,"However , *PRO* capitalize a department name that *T*-1 is referred to *-2 as an entity ( does n't have the word department or unit or whatever after it ) .",2
wb/sel/22/sel_2226,1,"I 'm not much of a grammarian , so I 'd appreciate it if anyone wishes *PRO*-1 to step in here and give me some help , but from what I 've seen *T*-2 there seems *-5 to be two possibilities : 1 ) There was a variation in understanding as to what kinds of nouns *T*-3 constituted "" proper nouns "" ; or 2 ) Some people just capitalized all nouns , despite what old Ben thought *T*-4 about it .",0
wb/sel/22/sel_2231,1,"In response to an email inquiry , when I was a newspaperman ( no , I did n't sell old newspapers , I wrote them ) *T*-1 , the style 0 we used *T*-2 required that we capitalize the R in rabbi or C in congregation when *PRO* using it as a name *T*-3 , as in "" When the rabbi spoke *T*-4 , he told the congregation that Rabbi Cohen would be leading Congregation Etz Chaim next week . """,0
wb/sel/25/sel_2569,1,"I would n't advice *PRO* using Roundup in a food garden or if you have a child whose condition *T*-1 may be sensitive to modern day chemicals , just *PRO* plug away at the soil preparation and get that right from the start .",1
wb/sel/25/sel_2586,1,"I ca n't work out how *PRO* to detach the pipe from the intake *PRO* to plug it for testing *T*-1 , or even whether I should do this in the first place !",1
wb/sel/26/sel_2638,1,Also it did n't help 0 he ( or his team of monkeys ) pumps out a : lot of stuff annually .,1
wb/sel/27/sel_2782,1,These cars are not rare enough or old enough *PRO* to rake in much cash yet .,1
wb/sel/28/sel_2832,1,"So what I see *T*-1 there is a guy who *T*-2 rams it down there throats when he 's got the edge *T*-3 , but who *T*-4 has n't shown quite the ability or the will *PRO* to take the fight to them when he does n't *?* *T*-5 .",1
wb/sel/28/sel_2880,1,"My justification for this ( aside from the fact that it 's just a silly personal web page and it does n't really matter ) is that almost everyone uses a scripting - capable browser these days , and those who *T*-1 do n't *?* either ( 1 ) are using a browser so outdated that they ca n't render my page anyway , or ( 2 ) are technologically competent folks who *T*-2 are browsing without scripting on purpose .",0
wb/sel/29/sel_2930,1,"So , I can start a project at a lower plan , when it does n't need many resources *T*-1 , and then ask the host *PRO*-2 to scale it up ( vertically or horizontally , whatever ) , when the traffic hits *T*-3 , without *PRO* paying exorbitant sums of money .",0
wb/sel/29/sel_2943,1,"At that point , your body is n't absorbing *RNR*-1 or able *PRO*-2 to use *RNR*-1 that much , so you should scale back to the largest amount that *T*-3 does n't produce these symptoms .",1
wb/sel/29/sel_2963,1,"- The flaps often do n't seal very well , either due to internal leakage past the flap , or from wear in the vacuum activators , or even perhaps a little vacuum leak in the tubing or controls .",3
wb/sel/29/sel_2983,1,"When you get it home *T*-1 , *PRO* do n't wash it ; instead , *PRO* either stand the stalks upright in about an inch of water and cover them ( and the container ) with a plastic bag , or wrap the stem ends in a wet paper towel and seal the asparagus in a plastic bag .",0
wb/sel/30/sel_3054,1,"But God has not arranged for that word to speak independently , or to shine forth life giving truths by itself .",1
wb/sel/31/sel_3153,1,"While I like *PRO*-1 to soak in the tub for an hour or so , which *T*-2 opens up the pores , I do n't suggest this for men without a snorkel or really , really strong lungs .",1
wb/sel/31/sel_3188,1,"We do n't soak or wrap the wood , just throw the branches and leaves on the fire .",1
wb/sel/32/sel_3204,1,"A partnership , OTOH exists any time 0 2 or more persons get together for a business venture *T*-1 , whether or not they spell out their rights and duties vs. each other in writing , and whether or not it is intended *-2 to be a permanent bond ( like a marriage ) or a one - time joint venture for a particular project .",1
wb/sel/33/sel_3351,1,"In addition , when the personal responsibility is something which *T*-1 is hushed *-2 away and swept *-2 beneath the carpet *PRO* just not to offend the weaker or the less talented *T*-3 , then the individual is left *-4 wo boundaries in a state of personal chaos regarding norms and rules and limits concerning the broad society and him .",1
wb/sel/34/sel_3464,1,"It is the correct position and should not be changed *-1 : Or maybe some of them feel that their one - line comment would get : lost *-2 at the bottom of a huge thread , which ( naturally ) they do not : bother *PRO*-4 to trim *T*-3 .",0
wb/sel/34/sel_3474,1,That is not a big deal if you keep it trimmed *-1 once or twice at the most per season with a weed whacker .,1
wb/sel/36/sel_3607,1,"*PRO* Do n't pull the latex with your nails , or it 'll rip ; likewise *PRO* make *PRO* *EXP*-1 sure 0 you cut your toenails before *PRO* putting on latex stockings .",0
wb/sel/37/sel_3716,1,"These will help cover the cost of producing the two publications , but will not be permitted to seriously intrude on the space or the overall content .",0
wb/sel/38/sel_3810,1,But I do n't think it is in the government 's interest to provide free non-emergency care to anyone who darkens the hospital door ( citizen or not ) .,0
wb/sel/38/sel_3869,1,I take care not to deafen myself or anyone else .,0
wb/sel/38/sel_3893,1,"He is not going to get away with that kind of driving for long ; if he keeps trying it on ovals someone is going to get hurt - either in the accident , or JPM will when someone decks him .",0
wb/sel/38/sel_3893(1),1,"He is not going to get away with that kind of driving for long ; if he keeps trying it on ovals someone is going to get hurt - either in the accident , or JPM will when someone decks him .",0
wb/sel/39/sel_3977,1,"I did n't want to have it welded , as I was afraid it would either bust again in the ignition , or deform it so that it would no longer work , so I made a new one .",0
wb/sel/39/sel_3998,1,"And the vessel needs to not deform under the weight of the water , or the gravitational attraction of nearby apparatuses .",0
wb/sel/40/sel_4010,1,- The glue must not deform or alter the coloration of the galvanized sheet metal .,0
wb/sel/42/sel_4247,1,"I do n't think you need to worry about excluding air - the surface above the sponge or whatever is full of CO2 from the yeast , so very little oxygen is going to diffuse into the sponge , especially if you have it covered , and this will keep it from drying out , too .",0
wb/sel/43/sel_4303,1,If you do n't give it enough gas or let off the throttle it disengages .,0
wb/sel/43/sel_4337,1,"The locker will disengage in turns when one wheel spins faster than the other , and as you should n't be in 4x4 on pavement , there would be no power delivered to the front wheels , so there should be no chirping or pulling .",0
wb/sel/43/sel_4345,1,"I would like to see some vibrant new leadership in the U.S. , a take charge kind of guygal ( ideally someone who was against this fiasco from Day 1 , but I do n't think there are any of those ) , who is able to get a strong progressive bi-partisan endeavour happening to disengage from this or - conversely - get in the bigger artillery and double the manpower to end it .",0
wb/sel/44/sel_4461,1,"And then there 's always the chance that your perception is n't as bad as you 'd think it would be if you were n't the one in that situation , or if maybe there are things you 're doing to elicit such an attitude from him even if your perception is accurate , but that 's a different story .",0
wb/sel/44/sel_4489,1,"While what you say is correct , I do n't understand how or why the OP 's question that you have quoted , elicits that statement from you .",0
wb/sel/44/sel_4489(1),1,"While what you say is correct , I do n't understand how or why the OP 's question that you have quoted , elicits that statement from you .",0
wb/sel/45/sel_4535,1,"But then again , the very nature of a RR does n't necessarily elicit or require replies .",0
wb/sel/46/sel_4664,1,"I would quilt first , then embellish , that way you do n't have to worry about the embellishments getting hit by the needle , or causing problems with rolling the quilt on a frame , etc. & lt ; BG That is what I did with the crystals on my Denim and Diamonds quilt .",0
wb/sel/47/sel_4734,1,"Lets degrade and pick-holes in you & quot ; profession & quot ; There are many reasons that a dealer may not choose to price an item , or engrave the price on a piece of granite , but I see NO point in trying to explain it to you , until of course , you take of that set of blinkers that you are clearly wearing and the cotton-buds out of your ears .",0
wb/sel/47/sel_4793,1,"We have a lot of oil shale , but maybe we really do n't want to excavate sizable portions of Utah , or maybe we decide we do n't care because there is no other choice .",0
wb/sel/48/sel_4841,1,The doctor excises the biopsy and does n't stitch up the wound site to preserve healthy tissue for a week or more before he gives me the results of HIS exam .,0
wb/sel/49/sel_4948,1,"But here 's what I did n't do ; I did n't screw people over , I did n't sell them something that lacked integrity , I did n't extort money out of people or blackmail them , I did n't lie to them , in fact I did n't expect them to do anything that was n't entirely justified .",0
wb/sel/50/sel_5039,1,"They do n't work because the thief steels the device anyhow , and then either fences it for less money or tosses it when its found to be locked .",0
wb/sel/51/sel_5127,1,"Desperate to feed their families , they could not afford to let their land lie fallow or to fertilize it .",0
wb/sel/52/sel_5202,1,"The second thing you can do is to make sure that the surface to which the speakers are mounted is very rigid -- it should not flex , vibrate , bend or move in the slightest .",0
wb/sel/52/sel_5212,1,"This shows that it is not just down to the width and set up of the saddle - they do need ( for many people ) to flex at the ' wings ' in order to accommodate the pedalling action without excess contact , chafing or pressure to the undercarriage of the rider .",0
wb/sel/52/sel_5253,1,"It flickers now and again no reason why that I know , its just irratating as its not on or off , you just catch it in the corner of you eye & quot ; jmc & quot ; & lt ; NOnewsgroupsS ...",0
wb/sel/52/sel_5281,1,"If there is not enough mass left on the part of the sailplane the chute is attached to , possibley due to flutter or a collision , the chute will not open .",0
wb/sel/53/sel_5320,1,"As yesterday 's Guardian leader rightly pointed out , if the Iranian regime is to be persuaded to forgo the development of a nuclear weapons capability , it is going to want some kind of concrete guarantee that the US and others will not launch a military attack on Iran or otherwise seek to bring down the regime .",0
wb/sel/53/sel_5326,1,"Also , the Cabrios in '03 - '05 were all the older body style still and did not update until MY '06 , so if it were me I would either wait for the new style or forgo the ragtop .",0
wb/sel/53/sel_5327,1,"If you can guaranteee that you or your insurer will pay for all the medical costs incurred as a result of your not belting up or that you 'll voluntarily forgo the care and die quietly if you ca n't pay for it , then I guess I could get behind that mentality all the way .",0
wb/sel/53/sel_5370,1,"I did n't have any thoughts about being able to fortify a block or something , but that is a good idea , maybe they could do that if they are terrified of the attacker , or if this attacker is much more powerful It was something I had thought of for a combat system I 'd never actually put into a game .",0
wb/sel/54/sel_5487,1,"And in this state she gallops night by night Through lovers ' brains , and then they dream of love ; In Tolkien 's The Hobbit : & quot ; The Bagginses have lived in the neighborhood of The Hill for time out of mind. , and people considered them very respectable , not only because most of them were rich , but also because they never had any adventures or did anything unexpected ... & quot ;",0
wb/sel/55/sel_5575,1,"You ca n't propagandize or sloganeer them , or their eyes glaze over , and they 're out the door .",0
wb/sel/56/sel_5637,1,"Olive oil not only makes it easier for the blade to glide over your face or legs , but it moisturizes your skin as well .",0
wb/sel/56/sel_5698,1,"I 'm not looking to gouge anybody , or make a fortune , I 'd just like to get an idea of what a fair garage-sale price would be .",0
wb/sel/58/sel_5890,1,"And what if the person just did n't know the teminology but could harmonize like God or Emmylou Harris , so it was really none of MY business anyway ?",0
wb/sel/59/sel_5945,1,"Now machined tool parts are not very easy to hawk in a coin or pawn shop , in fact unless you have a use for it , it is no good .",0
wb/sel/61/sel_6120,1,"If one had good rapport with the coalsawdust , bread , or milk delivery truck driver , one could hitch up to the left side of the truck and be recognizable in their outside mirror , and get a boost back to school after lunch if running late -- as long as we did n't overly exploit the favour , or act goofy while doing so .",0
wb/sel/61/sel_6147,1,"And let 's not get started on recent experiences with BC Ferries , which was't really privatised but hived off into a corporation that 's not responsible to either government or shareholders .",0
wb/sel/62/sel_6230,1,"Costco here sells small black and white cookies , not the same , though , and the southerners just do not hunger for a good bagel , and do not know what a bialy or pletzel is ! ! !",0
wb/sel/62/sel_6233,1,"We will travel as far as we can , but we can not in one lifetime see all that we would like to see or to learn all that we hunger to know .",0
wb/sel/63/sel_6303,1,"I 've now developed some astigmatism , so I do n't know if they 'll do a Lasik tweak , or just implant a new lens .",0
wb/sel/66/sel_6602,1,I had heard there were g-vernment grants for getting homes but I do n't know for sure or how one would inquire about it .,0
wb/sel/66/sel_6649,1,"When she received the second huge bill , she wondered why the company , now aware that there was a problem , had n't intervened to stop the fees , or simply contacted her to inquire about them , like a credit card company .",0
wb/sel/66/sel_6651,1,"When I inquired , I was told that he had not bought or sold any horses this year and was now using them to round up and heard the cattle .",0
wb/sel/66/sel_6697,1,"Again , defense is not likely to take that proffer at face value , and they are fully entitled by law to inquire further , to see whether you are lying or exaggerating .",0
wb/sel/67/sel_6707,1,It 's going to be a milestone in componentry that does n't interchange well or at all .,0
wb/sel/67/sel_6750,1,"The curser starts at the top and , most importantly , the reply headers within the message stay in order ; do not intertwine or overlap each other .",0
wb/sel/68/sel_6845,1,"I 'm not sure what they did about the blue water , but I did learn that not all crust is bad , and if you 're working on old lead pipes , do n't scrape all the crust off the inside , or it may start to leach into your water Rhiannon ------- It is n't pollution that 's harming the environment .",0
wb/sel/68/sel_6898,1,"Also , I suspect the Japanese companies would n't have much of a clue of what to market in the US ( or Europe or whatever ) show-wise , that would end up being worth their time and money to localize ( well , barring things like Naruto -- but there are only so many of these shows to sell ) .",0
wb/sel/69/sel_6919,1,"For the record , his tactic seems to be to lull you into a feeling of security by saying things like & quot ; You can have this one , I do n't deserve it. & quot ; or & quot ; I 've got nothing left , this one is yours . '",0
wb/sel/70/sel_7012,1,"I trained a Malemute , much more stubborn than a Shepherd or a Schnauzer not to kill or menace cats and it did n't take all that long .",0
wb/sel/71/sel_7109,1,"( Easyjet here has 5kg ) I do n't want to muddy the waters here , but I believe that if a non-immigrant alien is in possession of a valid hunting license or permit from one of the states of the United States , then they are permitted to buy ammunition .",0
wb/sel/71/sel_7134,1,"& quot ; They did not consult or co-operate with the Republicans on the committee , and so I think it is an attempt to muddy the waters on what has been some positive developments being reported out of Iraq. & quot ;",0
wb/sel/71/sel_7140,1,I do n't know if he mutilated or mulitated any of them And where is Davros these days ?,0
wb/sel/71/sel_7146,1,I do n't know if he mutilated or mulitated any of them & quot ; Purification. & quot ;,0
wb/sel/71/sel_7155,1,do n't know if he mutilated or mulitated any of them & quot ; Purification. & quot ;,0
wb/sel/72/sel_7253,1,"Still , if someone nicks my truck , the likely response is & quot ; no biggie , not the first or the last & quot ; .",0
wb/sel/72/sel_7253(1),1,"Still , if someone nicks my truck , the likely response is & quot ; no biggie , not the first or the last & quot ; .",0
wb/sel/72/sel_7268,1,"I 'm hoping to use it when I go into town at night , then I do n't risk losing the N95 or getting it nicked : - ) Can I just say , about the Nokia , I ca n't believe this all-singing , all-dancing phone does n't have a text message reminder beep ...",0
wb/sel/72/sel_7291,1,"For the most part this is overkill for podcasters , but it certainly does n't hurt to normalize the whole thing by a dB or two .",0
wb/sel/73/sel_7329,1,I also like to normalize it and while it can be done with mp3 it does n't work on most players and so I do that to the wav and then compress it to ogg or mp3 .,0
wb/sel/74/sel_7422,1,"may be a wide potential audience , but hey , you may not have infrastructure to nurture an idea till it may or may not become a popular application.Also ,",0
wb/sel/75/sel_7539,1,"It does n't require too much handwaving for a PoD -- just have , I dunno , a contingent of U.S. troops in the wrong place at the wrong time ( or right place at the right time as it were ) get attacked and possibly overrun by NVA in a way that at least appears to the news viewer reader to be a case of blatant aggression .",0
wb/sel/75/sel_7579,1,"I just do n't want to live or work with any of that swam , paddled or jumped a fence to get here . .",0
wb/sel/76/sel_7606,1,"All of the SSDI sites I used , either they would not let you specify the month , or they would let you but then they would n't tell you the total number of results founds until you paged through all of them 10 per page .",0
wb/sel/77/sel_7706,1,"However , I do n't have to agree with them , or like it , and I do n't have to allow this false doctrine to permeate our society unanswered .",0
wb/sel/77/sel_7735,1,"Not only for the reason that the Church was able to proclaim him Doctor a short time after his death , or because he is the author of the Etymologies , but because knowledge permeated his whole being .",0
wb/sel/78/sel_7803,1,"Let me put it this way , I do n't see any Jenson Button stickers plastered on vehicles that are in trailer-parks or public housing .",0
wb/sel/78/sel_7843,1,"So I 'm starting to think it really does n't matter if I go left , right , straight ahead or just plop down and sit it out .",0
wb/sel/78/sel_7847,1,"This is really a disservice to people that can not afford to plop down $ 25,000 or up for a more modern single seater .",0
wb/sel/78/sel_7877,1,"While I do n't agree that Dickens endorses a non-Stratfordian view ( as some think ) , I do think the passage indicates an uncertainty in his mind , as if the given information does not come together clearly or cogently or sufficiently , and rather than plumb that question , he is happy to leave it & quot ; a fine mystery. & quot ;",0
wb/sel/79/sel_7922,1,"We did n't come to conquer , or plunder , we came to help and then left .",0
wb/sel/79/sel_7968,1,Would n't it be better for someone to understand they have a basis for the value of something before they put it up for auction or plunked it in a box in the basement .,0
wb/sel/80/sel_8006,1,"I also imagine that the container vessels that ply the ChinaUS trade routes do so across the Pacific , and do n't come anywhere near England , and that whatever the cost of shipping something by boat between Asia and North America , it has little or nothing to do with the cost of shipping between North America and Europe .",0
wb/sel/81/sel_8185,1,"I had nothing to do with IPUs as an atheist movement ( which may or may not predate my own participation with them on the old ISCA bulletin board ) , or with the various splinter sects , or with the T-shirts .",0
wb/sel/82/sel_8241,1,"I will premise my remarks by stating that the behavior of the financial institution was not wrong , or at least not illegal .",0
wb/sel/82/sel_8245,1,"wrote : I will premise my remarks by stating that the behavior of the financial institution was not wrong , or at least not illegal .",0
