filename,treeno,tree,sentence
nw/wsj/13/wsj_1331,19,"(TOP (S (NP-SBJ (EX There))(VP (VBZ is)(NP-PRD (NP (JJ much)(NN speculation)(SBAR (-NONE- *ICH*-1)))(PP (IN among)(NP (NP (NNS attorneys))(VP (RB not)(VBN involved)(NP (-NONE- *)))))(SBAR-1 (IN that)(S (NP-SBJ (NP (DT the)(NN strategy))(PP (IN of)(NP (NP (NP (NP (NNP GAF)(POS 's))(NN attorney))(, ,)(NP (NNP Arthur)(NNP Liman))(, ,))(CC and)(NP (NP (NP (NNP Mr.)(NNP Sherwin)(POS 's))(NN counsel))(, ,)(NP (NNP Stephen)(NNP Kaufman))(, ,)))))(VP (MD will)(VP (VB include)(NP (NP (NN testimony))(PP (IN by)(NP (NP (NNP Mr.)(NNP Sherwin))(CC or)(NP (NNP Mr.)(NNP Heyman)))))))))))(. .)))","There is much speculation *ICH*-1 among attorneys not involved * that the strategy of GAF 's attorney , Arthur Liman , and Mr. Sherwin 's counsel , Stephen Kaufman , will include testimony by Mr. Sherwin or Mr. Heyman ."
nw/wsj/13/wsj_1389,15,"(TOP (S (S (NP-SBJ (NP (DT The)(NN ratio))(PP (IN of)(NP (NN consumer)(NN installment)(NN credit)))(PP (IN to)(NP (JJ disposable)(NN income))))(, ,)(PP (IN though)(ADVP (RB up)(NP (DT a)(NN bit))))(, ,)(VP (VBZ has)(RB n't)(VP (VBN climbed)(ADVP-MNR (RB steeply)))))(, ,)(CC and)(S (NP-SBJ-1 (NP (JJ such)(NN debt))(PP (IN as)(NP (NP (DT a)(NN percent))(PP (IN of)(NP (NN household)(NNS assets))))))(VP (VBZ is)(ADVP-EXT (RB little))(VP (VBN changed)(NP (-NONE- *-1)))))(. .)))","The ratio of consumer installment credit to disposable income , though up a bit , has n't climbed steeply , and such debt as a percent of household assets is little changed *-1 ."
nw/wsj/13/wsj_1328,23,"(TOP (S (S (NP-SBJ (PRP It))(VP (VBZ does)(RB n't)(VP (VB pay)(NP (DT a)(NN dividend)))))(, ,)(CC and)(S (NP-SBJ (DT this)(NN trust))(VP (VBZ needs)(NP (NN income))))(. .)))","It does n't pay a dividend , and this trust needs income ."
nw/wsj/13/wsj_1390,25,"(TOP (S (`` ``)(S-TPC-1 (NP-SBJ (PRP You))(VP (MD ca)(RB n't)(VP (VP (VB go)(ADVP-DIR (RB anywhere)(PP (IN in)(NP (DT this)(NN company)))))(CC and)(VP (VB find)(NP (DT an)(JJ organizational)(NN chart))))))(, ,)('' '')(NP-SBJ (PRP one))(VP (VBZ delights)(S (-NONE- *T*-1)))(. .)))","`` You ca n't go anywhere in this company and find an organizational chart , '' one delights *T*-1 ."
nw/wsj/13/wsj_1390,51,"(TOP (S (SBAR-ADV (IN While)(S (NP-SBJ (DT the)(NN company))(VP (VBZ has)(ADVP-TMP (RB always))(VP (VBN been)(ADJP-PRD (NN family)(HYPH -)(VBN run))))))(, ,)(NP-SBJ (NNP Mr.)(NNP Brawer))(VP (VBZ is)(RB n't)(NP-PRD (NP (DT the)(JJ first)(NN person))(SBAR (WHNP-1 (-NONE- 0))(S (NP-SBJ (-NONE- *T*-1))(VP (TO to)(VP (VP (VB marry)(PP-CLR (IN into)(NP (DT the)(NN family))))(CC and)(ADVP-TMP (RB subsequently))(VP (VB head)(NP (NNP Maidenform)))))))))(. .)))","While the company has always been family - run , Mr. Brawer is n't the first person 0 *T*-1 to marry into the family and subsequently head Maidenform ."
nw/wsj/13/wsj_1317,61,"(TOP (S (NP-SBJ (NNP Computer)(NNP Sciences))(VP (MD would)(RB n't)(VP (VB disclose)(NP (NP (DT the)(JJ proposed)(NN purchase)(NN price))(PP (IN for)(NP (NP (NNP Cleveland)(NNP Consulting))(, ,)(SBAR (WHNP-1 (WDT which))(S (NP-SBJ (-NONE- *T*-1))(VP (VBZ counsels)(NP (NNS companies))(PP-CLR (IN on)(NP (NNS logistics)(CC and)(NN supply)))))))))))(. .)))","Computer Sciences would n't disclose the proposed purchase price for Cleveland Consulting , which *T*-1 counsels companies on logistics and supply ."
nw/wsj/13/wsj_1376,28,"(TOP (S (NP-SBJ (NNP Mr.)(NNP Houston)(HYPH -)(NNP Montgomery))(VP (VBZ says)(SBAR (IN that)(S (PP-LOC (IN at)(NP (DT the)(NN party)))(NP-SBJ (PRP he))(VP (VBD waved)(PP-DIR (IN to)(NP (NP (NP (NNP Malcolm)(NNP Forbes))(, ,)(NP (NP (NN publisher))(PP (IN of)(NP (NNP Forbes)(NN magazine))))(PRN (-LRB- -LRB-)(S (`` ``)(NP-SBJ (NN We've))(VP (VBN been)(PP-LOC-PRD (IN in)(NP (DT the)(NNS columns)))(ADVP (RB together)))('' ''))(-RRB- -RRB-)))(, ,)(NP (NP (NNP Mary)(NNP Boone))(, ,)(NP (DT a)(NML (NNP New)(NNP York))(NN art)(NN dealer))(PRN (-LRB- -LRB-)(`` ``)(S (S (NP-SBJ (PRP I))(VP (VBP think)(SBAR (-NONE- 0)(S (NP-SBJ (PRP she))(VP (VBZ knows)(NP (PRP me)))))))(, ,)(CC but)(S (NP-SBJ (PRP I))(VP (VBP 'm)(RB not)(ADJP-PRD (JJ sure)))))('' '')(-RRB- -RRB-)))(CC and)(NP (NP (NNP Bridget)(NNP Fonda))(, ,)(NP (DT the)(NN actress))(PRN (-LRB- -LRB-)(`` ``)(S (S (NP-SBJ (NN She))(VP (VBZ knows)(NP (PRP me))))(, ,)(CC but)(S (NP-SBJ (PRP we))(VP (VBP 're)(RB not)(ADVP (RB really))(NP-PRD (NP (DT the)(JJS best))(PP (IN of)(NP (NNS friends)))))))('' '')(-RRB- -RRB-)))))))))(. .)))","Mr. Houston - Montgomery says that at the party he waved to Malcolm Forbes , publisher of Forbes magazine ( `` We've been in the columns together '' ) , Mary Boone , a New York art dealer ( `` I think 0 she knows me , but I 'm not sure '' ) and Bridget Fonda , the actress ( `` She knows me , but we 're not really the best of friends '' ) ."
nw/wsj/13/wsj_1376,46,"(TOP (SINV (`` ``)(S-TPC-3 (SBAR-ADV (IN If)(S (NP-SBJ (NNP Flynn))(VP (VBD had)(RB n't)(VP (VBN lived)(NP-LOC-CLR (EX there))))))(, ,)(NP-SBJ-2 (DT the)(NN property))(VP (MD might)(VP (VB have)(VP (VBN been)(VP (VBN priced)(NP (-NONE- *-2))(ADVP-CLR (NP (QP ($ $)(CD 1)(CD million))(-NONE- *U*))(JJR lower)))))))(, ,)('' '')(VP (VBZ says)(S (-NONE- *T*-3)))(NP-SBJ-4 (NNP Mr.)(NNP Rambo))(, ,)(S-ADV (NP-SBJ (-NONE- *PRO*-4))(VP (VBG noting)(SBAR (IN that)(S (S (NP-SBJ-1 (NP (NNP Flynn)(POS 's))(NN house))(VP (VBZ has)(VP (VBN been)(VP (VBN bulldozed)(NP (-NONE- *-1))))))(, ,)(CC and)(S (NP-SBJ (RB only)(DT the)(VBG swimming)(NN pool))(VP (VBZ remains)))))))(. .)))","`` If Flynn had n't lived there , the property might have been priced *-2 $ 1 million *U* lower , '' says *T*-3 Mr. Rambo , *PRO*-4 noting that Flynn 's house has been bulldozed *-1 , and only the swimming pool remains ."
nw/wsj/13/wsj_1368,30,"(TOP (S (SBAR-PRP (IN Because)(S (NP-SBJ (DT the)(JJ Soviet)(NN ruble))(VP (VBZ is)(RB n't)(ADJP-PRD (JJ convertible)(PP (IN into)(NP (NP (NNS dollars))(, ,)(NP (NNS marks))(CC and)(NP (JJ other)(JJ Western)(NNS currencies))))))))(, ,)(NP-SBJ-3 (NP (NNS companies))(SBAR (WHNP-1 (WDT that))(S (NP-SBJ-2 (-NONE- *T*-1))(VP (VBP hope)(S (NP-SBJ (-NONE- *PRO*-2))(VP (TO to)(VP (VB set)(PRT (RP up))(NP (NN production)(NNS facilities))(ADVP-LOC (RB here)))))))))(VP (MD must)(VP (CC either)(VP (VB export)(NP (NP (DT some))(PP (IN of)(NP (DT the)(NNS goods))))(S-PRP (NP-SBJ (-NONE- *PRO*-3))(VP (TO to)(VP (VB earn)(NP (JJ hard)(NN currency))))))(CC or)(VP (VB find)(NP (NP (JJ Soviet)(NNS goods))(SBAR (WHNP-4 (-NONE- 0))(S (NP-SBJ (PRP they))(VP (MD can)(VP (VB take)(NP (-NONE- *T*-4))(PP-LOC (IN in)(NP (DT a)(JJ counter-trade)(NN transaction)))))))))))(. .)))","Because the Soviet ruble is n't convertible into dollars , marks and other Western currencies , companies that *T*-1 hope *PRO*-2 to set up production facilities here must either export some of the goods *PRO*-3 to earn hard currency or find Soviet goods 0 they can take *T*-4 in a counter-trade transaction ."
nw/wsj/13/wsj_1375,19,(TOP (S (SBAR-NOM-SBJ (WHNP-2 (WP What))(S (NP-SBJ (-NONE- *T*-2))(VP (VBZ has)(VP (VBN jolted)(NP (JJ many)(NN junk)(NNS buyers))))))(VP (VBZ is)(NP-PRD (DT the)(JJ sudden)(NN realization)(SBAR (IN that)(S (NP-SBJ-1 (NN junk)(NNS bonds))(VP (MD can)(RB not)(ADVP (RB necessarily))(VP (VB be)(VP (VBN bought)(CC and)(VBN sold)(NP (-NONE- *-1))(PP-MNR (IN with)(NP (NP (DT the)(NN ease))(PP (IN of)(NP (NP (JJ common)(NNS stocks))(CC and)(NP (JJ many)(NML (NN investment)(HYPH -)(NN grade))(NNS bonds)))))))))))))(. .))),What *T*-2 has jolted many junk buyers is the sudden realization that junk bonds can not necessarily be bought and sold *-1 with the ease of common stocks and many investment - grade bonds .
nw/wsj/14/wsj_1470,14,"(TOP (SINV (S-TPC-1 (NP-SBJ (NP (DT The)(NML (NNP Oil)(NNP Pollution))(NNP Act))(, ,)(VP (VBN scheduled)(S (NP-SBJ (-NONE- *PRO*))(VP (TO to)(VP (VB come)(PRT (RP up))(PP-CLR (IN for)(NP (NP (DT a)(NN vote))(PP-LOC (IN in)(NP (NNP Congress)))))(NP-TMP (DT this)(NN fall))))))(, ,))(VP (MD would)(VP (VB provide)(SBAR (IN that)(S (SBAR-ADV (IN if)(S (NP-SBJ (NNS claimants))(VP (VBP are)(RB n't)(VP (VBN paid)(PP-TMP (IN within)(NP (NP (CD 90)(NNS days))(PP (IN of)(NP (DT a)(NN spill)))))))))(, ,)(NP-SBJ (DT the)(NN liability)(NN fund))(VP (MD would)(VP (VP (VB compensate)(NP (PRP them)))(CC and)(VP (VB seek)(NP (NP (NN reimbursement))(PP (IN from)(NP (NP (DT the)(NN owner)(CC or)(NN operator))(PP (IN of)(NP (DT the)(NN vessel))))))))))))))(, ,)(VP (VBZ says)(SBAR (-NONE- 0)(S (-NONE- *T*-1))))(NP-SBJ (NP (DT a)(NN spokesman))(PP (IN for)(NP (NP (NNP Rep.)(NNP George)(NNP Miller))(-LRB- -LRB-)(NP (NP (NNP D.))(, ,)(NP-LOC (NNP Calif.)))(-RRB- -RRB-)(, ,)(NP (NP (DT a)(NN sponsor))(PP (IN of)(NP (DT the)(NN bill)))))))(. .)))","The Oil Pollution Act , scheduled *PRO* to come up for a vote in Congress this fall , would provide that if claimants are n't paid within 90 days of a spill , the liability fund would compensate them and seek reimbursement from the owner or operator of the vessel , says 0 *T*-1 a spokesman for Rep. George Miller ( D. , Calif. ) , a sponsor of the bill ."
nw/wsj/14/wsj_1470,19,"(TOP (SINV (`` ``)(S-TPC-2 (S (NP-SBJ (NN Law)(NN school))(VP (VBZ teaches)(NP (JJ wonderful)(NN theory))))(, ,)(CC but)(S (NP-SBJ (PRP it))(VP (VBZ does)(RB n't)(VP (VB teach)(NP (NP (DT the)(NNS nuts)(CC and)(NNS bolts))(PP (IN of)(NP (JJ practical)(NN lawyering))))))))(, ,)('' '')(VP (VBZ says)(S (-NONE- *T*-2)))(NP-SBJ (NP (NNP Aaron)(NNP Weitz))(, ,)(NP (NP (NN head))(PP (IN of)(NP (NP (DT a)(NML (NML (NML (NML (NNP New)(NNP York))(NNP County))(NNPS Lawyers)(POS '))(NNP Association))(NN committee))(SBAR (WHNP-1 (WDT that))(S (NP-SBJ (-NONE- *T*-1))(VP (VBZ sponsors)(NP (PDT such)(DT a)(NN course)))))))))(. .)))","`` Law school teaches wonderful theory , but it does n't teach the nuts and bolts of practical lawyering , '' says *T*-2 Aaron Weitz , head of a New York County Lawyers ' Association committee that *T*-1 sponsors such a course ."
nw/wsj/14/wsj_1469,57,(TOP (S (NP-SBJ-2 (NP (NNS Traders))(SBAR (WHNP-1 (WP who))(S (NP-SBJ (-NONE- *T*-1))(VP (VBD had)(VP (VBN bought)(NP (DT the)(NNS goods))(PP-LOC (IN at)(NP (NP (NNS prices))(PP (IN above)(NP (DT the)(NN ceiling))))))))))(VP (VP (VBP do)(RB n't)(VP (VB want)(S (NP-SBJ (-NONE- *PRO*-2))(VP (TO to)(VP (VB take)(NP (DT a)(NN loss))(PP (IN on)(NP (NNS resales))))))))(CC and)(VP (VBP are)(VP (VBG holding)(PP-CLR (IN onto)(NP (PRP$ their)(NN stock))))))(. .))),Traders who *T*-1 had bought the goods at prices above the ceiling do n't want *PRO*-2 to take a loss on resales and are holding onto their stock .
nw/wsj/14/wsj_1472,3,"(TOP (S (S (NP-SBJ (PRP We))(VP (VBP are)(RB n't)(VP (VBG selling)(NP (NNS bonds))(ADVP-TMP (RB right)(RB now)))))(, ,)(CC and)(S (NP-SBJ (PRP I))(VP (VBP do)(RB n't)(VP (VB think)(SBAR (-NONE- 0)(S (NP-SBJ (PRP it))(VP (MD will)(VP (VB affect)(NP (NP (DT the)(NN value))(PP (IN of)(NP (PRP$ our)(VBG existing)(NNS bonds)))))))))))(. .)('' '')))","We are n't selling bonds right now , and I do n't think 0 it will affect the value of our existing bonds . ''"
nw/wsj/14/wsj_1450,37,"(TOP (S (NP-SBJ (JJ Small)(NN neighborhood)(NNS businesses))(VP (MD could)(VP (VB provide)(NP (JJR more)(NNS jobs))(, ,)(SBAR-ADV (IN if)(S (NP-SBJ (NN crime))(VP (VBD were)(RB not)(ADJP-PRD (ADJP (RB so)(JJ harmful))(PP (IN to)(S-NOM (NP-SBJ (-NONE- *PRO*))(VP (VBG creating)(CC and)(VBG maintaining)(NP (DT those)(NNS businesses)))))))))))(. .)))","Small neighborhood businesses could provide more jobs , if crime were not so harmful to *PRO* creating and maintaining those businesses ."
nw/wsj/14/wsj_1415,3,"(TOP (S (NP-SBJ (NP (NNP Richard)(NNP Breeden))(, ,)(NP (NP (DT the)(JJ new)(NN chairman))(PP (IN of)(NP (DT the)(NNP SEC))))(, ,))(VP (VBZ has)(RB n't)(VP (VBN taken)(NP (NP (NP (DT a)(JJ formal)(NN position))(PP (IN on)(NP (DT the)(NN bill))))(, ,)(SBAR (WHNP-1 (WDT which))(S (NP-SBJ (-NONE- *T*-1))(VP (MD would)(ADVP (RB also))(VP (VP (VB require)(NP-2 (NNS investors))(S (NP-SBJ (-NONE- *PRO*-2))(VP (TO to)(VP (VB disclose)(NP (JJ large)(NNS trades))))))(CC and)(VP (VB give)(NP (DT the)(NNP SEC))(NP (JJ additional)(NN authority))(PP-TMP (IN during)(NP (NN market)(NNS emergencies)))))))))))(. .)))","Richard Breeden , the new chairman of the SEC , has n't taken a formal position on the bill , which *T*-1 would also require investors *PRO*-2 to disclose large trades and give the SEC additional authority during market emergencies ."
nw/wsj/14/wsj_1474,33,"(TOP (SINV (`` ``)(S-TPC-1 (S (NP-SBJ (PRP We))(VP (VBP do)(RB n't)(VP (VB see)(NP (NP (DT a)(JJ domestic)(NN source))(PP (IN for)(NP (NP (DT some))(PP (IN of)(NP (PRP$ our)(-LRB- -LCB-)(NN HDTV)(-RRB- -RCB-)(NNS requirements)))))))))(, ,)(CC and)(S (NP-SBJ (DT that))(VP (VBZ 's)(NP-PRD (NP (DT a)(NN source))(PP (IN of)(NP (NN concern)))))))(, ,)('' '')(VP (VBZ says)(S (-NONE- *T*-1)))(NP-SBJ (NP (NNP Michael)(NNP Kelly))(, ,)(NP (NP (NN director))(PP (IN of)(NP (NP (NNP DARPA)(POS 's))(NML (NN defense)(NN manufacturing))(NN office)))))(. .)))","`` We do n't see a domestic source for some of our -LCB- HDTV -RCB- requirements , and that 's a source of concern , '' says *T*-1 Michael Kelly , director of DARPA 's defense manufacturing office ."
nw/wsj/14/wsj_1474,38,"(TOP (SINV (`` ``)(S-TPC-1 (NP-SBJ (PRP It))(VP (VBZ is)(RB n't)(NP-PRD (RB just)(NN yuppie)(NN television))))(, ,)('' '')(VP (VBZ argues)(S (-NONE- *T*-1)))(NP-SBJ (NP (NNP Jack)(NNP Clifford))(, ,)(NP (NP (NN director))(PP (IN of)(NP (NP (NP (DT the)(NN department)(POS 's))(NN office))(PP (IN of)(NP (NNS microelectronics)(CC and)(NN instrumentation)))))))(. .)))","`` It is n't just yuppie television , '' argues *T*-1 Jack Clifford , director of the department 's office of microelectronics and instrumentation ."
nw/wsj/14/wsj_1412,6,"(TOP (SQ (VBD Were)(RB not)(NP-SBJ (NP (DT the)(NNS pictures)(CC and)(NNS happenings))(, ,)(SBAR (WHNP-1 (WDT which))(S (NP-SBJ (-NONE- *T*-1))(VP (VBP have)(VP (VBN been)(VP (VBG continuing)(NP (NN news)(NNS headlines)))))))(, ,))(NP-PRD (NNS answers)(JJ enough))(. ?)))","Were not the pictures and happenings , which *T*-1 have been continuing news headlines , answers enough ?"
nw/wsj/14/wsj_1436,12,"(TOP (S (NP-SBJ (DT This)(JJ defensible)(JJ commercial)(NN zone))(VP (VBZ becomes)(, ,)(PP (IN for)(NP (DT the)(NNS residents)))(, ,)(NP-PRD (NP (NP (DT a)(JJ secure)(NN oasis))(PP-LOC (IN in)(NP (DT a)(JJ barren)(JJ urban)(NN landscape))))(, ,)(NP (NN evidence)(SBAR (SBAR (IN that)(S (NP-SBJ (NN community)(NN decay))(VP (VBZ is)(ADJP-PRD (RB not)(JJ inevitable)))))(CC and)(SBAR (IN that)(S (NP-SBJ (DT the)(NNS gangs))(VP (VBP are)(ADJP-PRD (RB not)(JJ invincible)))))))))(. .)))","This defensible commercial zone becomes , for the residents , a secure oasis in a barren urban landscape , evidence that community decay is not inevitable and that the gangs are not invincible ."
nw/wsj/14/wsj_1436,29,(TOP (S (S (NP-SBJ (JJ Suburban)(NNS deals))(VP (VBP are)(RB not)(PP-PRD (IN without)(NP (PRP$ their)(NNS delays)(CC and)(NNS complications)))))(: --)(S (NP-SBJ (NML (JJ inner)(HYPH -)(NN city))(NNS deals))(ADVP (RB just))(VP (VBP have)(NP (NP (JJR more))(PP (IN of)(NP (PRP them))))))(. .))),Suburban deals are not without their delays and complications -- inner - city deals just have more of them .
nw/wsj/14/wsj_1473,26,"(TOP (S (CC But)(, ,)(SBAR (IN as)(S (NP-SBJ (NP (PRP he))(CC and)(NP (PRP$ his)(JJ skilled)(NN team)))(ADVP-TMP (RB soon))(VP (VBP discover))))(, ,)(NP-SBJ (PRP they))(VP (VBP 're)(ADVP-PRD (IN up)(PP (IN against)(NP (NP (NP (CD two)(NNS factors))(SBAR (WHNP-1 (-NONE- 0))(S (NP-SBJ (PRP they))(VP (VBD had)(RB n't)(VP (VBN counted)(PP-CLR (IN on)(NP (-NONE- *T*-1))))))))(: :)(NP (NP (LST (LS first))(, ,)(NP (NP (DT a)(NN business)(NN climate))(SBAR (WHPP-2 (IN in)(WHNP (WDT which)))(S (NP-SBJ-5 (NP (DT a)(VBG failing)(NN company))(PP (IN with)(NP (NP (JJ few)(NNS assets))(CC and)(NP (JJ many)(NNS debts)))))(VP (MD can)(VP (VB borrow)(PP (IN against)(NP (NP (DT the)(NNS assets))(PP (IN of)(NP (NP (DT the)(JJ successful)(NN company))(SBAR (WHNP-3 (-NONE- 0))(S (NP-SBJ-4 (PRP it))(VP (VBZ hopes)(S (NP-SBJ (-NONE- *PRO*-4))(VP (TO to)(VP (VB acquire)(NP (-NONE- *T*-3))))))))))))(SBAR-PRP (IN in)(NN order)(S (NP-SBJ (-NONE- *PRO*-5))(VP (TO to)(VP (VB finance)(NP (DT the)(NN takeover))))))(PP-LOC (-NONE- *T*-2)))))))))(: ;)(NP (LST (LS second))(, ,)(SBAR (IN that)(SINV (VP-TPC-6 (VBG standing)(PP-LOC (IN behind)(NP (NNP AIW))))(VP (VBZ is)(VP (-NONE- *T*-6)))(NP-SBJ (NP (DT a)(JJ sinister)(NN consortium))(PP (IN of)(NP (NP (ADJP (ADJP (RB much)(JJR bigger))(, ,)(ADJP (JJR shadier))(CC and)(ADJP (JJR shrewder)))(JJ foreign)(NNS interests))(VP (ADVP-MNR (RB secretly))(VBG providing)(NP (NP (DT the)(NN money)(CC and)(NN muscle))(PP (IN for)(NP (DT the)(NN deal)))))))))))))))(. .)))","But , as he and his skilled team soon discover , they 're up against two factors 0 they had n't counted on *T*-1 : first , a business climate in which a failing company with few assets and many debts can borrow against the assets of the successful company 0 it hopes *PRO*-4 to acquire *T*-3 in order *PRO*-5 to finance the takeover *T*-2 ; second , that standing behind AIW is *T*-6 a sinister consortium of much bigger , shadier and shrewder foreign interests secretly providing the money and muscle for the deal ."
nw/wsj/14/wsj_1473,31,"(TOP (S (S (ADVP (RB Yet))(NP-SBJ (NP (DT the)(JJ heavy)(HYPH -)(NN handedness))(PP (IN of)(NP (DT the)(NN satire))))(ADVP (RB also))(VP (MD can)(VP (VB be)(ADJP-PRD (JJ effective)(PP (IN in)(NP (NP (DT a)(NN book))(PP (IN like)(NP (DT this)))))))))(: :)(S (SBAR-ADV (IN If)(S (NP-SBJ-2 (NP (DT the)(NN head))(PP (IN of)(NP (NNP AIW))))(VP (VBD were)(RB not)(VP (VBN portrayed)(NP (-NONE- *-2))(PP-CLR (IN as)(NP (DT an)(ADJP (RB utterly)(JJ contemptible))(, ,)(JJ malicious)(NN dolt)))))))(, ,)(NP-SBJ (PRP we))(VP (VP (MD would)(RB not)(ADVP (RB much))(VP (VB care)(SBAR (IN whether)(S (NP-SBJ-1 (PRP$ his)(NNS schemes))(VP (VBD were)(VP (VBN defeated)(NP (-NONE- *-1))))))))(, ,)(CC and)(VP (MD would)(RB not)(VP (VB be)(ADVP (RB so))(VP (VBN diverted)(PP-TMP (IN in)(NP (DT the)(NN process))))))))(. .)))","Yet the heavy - handedness of the satire also can be effective in a book like this : If the head of AIW were not portrayed *-2 as an utterly contemptible , malicious dolt , we would not much care whether his schemes were defeated *-1 , and would not be so diverted in the process ."
nw/wsj/14/wsj_1455,22,"(TOP (S (S (NP-SBJ (DT The)(NNS carpets))(VP (MD wo)(RB n't)(VP (VB be)(VP (VBN glued)(PRT (RP down))))))(, ,)(CC and)(S (NP-SBJ-1 (NNS walls))(VP (MD will)(VP (VB be)(VP (VBN coated)(NP (-NONE- *-1))(PP-CLR (IN with)(NP (JJ nontoxic)(NNS finishes)))))))(. .)))","The carpets wo n't be glued down , and walls will be coated *-1 with nontoxic finishes ."
nw/wsj/14/wsj_1475,4,(TOP (S (NP-SBJ (NNP Burmah))(VP (VBD said)(SBAR (SBAR (-NONE- 0)(S (NP-SBJ (PRP it))(VP (VBD had)(RB n't)(VP (VBN held)(NP (NP (DT any)(NNS discussions))(PP (IN with)(NP (NNP SHV))))))))(CC and)(SBAR (IN that)(`` ``)(S (NP-SBJ (NP (DT no)(NN deal))(PP (IN of)(NP (DT any)(NN nature))))(VP (VBZ is)(PP-PRD (IN in)(NP (NN contemplation))))))))(. .))),Burmah said 0 it had n't held any discussions with SHV and that `` no deal of any nature is in contemplation .
nw/wsj/14/wsj_1416,3,"(TOP (S (S (PP-LOC (IN In)(NP (NP (DT any)(NNS matters))(PP (IN between)(NP (NP (PRP us))(CC and)(NP (DT the)(NNPS Cubans))))))(NP-SBJ (EX there))(VP (MD can)(VP (VB be)(NP-PRD (DT no)(NN simplicity)))))(, ,)(S (ADVP (RB consequently))(NP-SBJ (PRP I))(VP (VBP 've)(VP (VBN become)(ADJP-PRD (JJ familiar)(PP (CONJP (RB not)(RB only))(PP (IN with)(NP (JJ Cuban)(NN art)(CC and)(NNS artists)))(, ,)(CONJP (CC but)(RB also))(PP (IN with)(NP (NP (JJ Cuban)(NNS bureaucrats))(CC and)(NP (NP (PRP$ their)(NNS counterparts))(PP-LOC (IN in)(NP (PRP$ our)(JJ own)(NN government)))))))))))(. .)))","In any matters between us and the Cubans there can be no simplicity , consequently I 've become familiar not only with Cuban art and artists , but also with Cuban bureaucrats and their counterparts in our own government ."
nw/wsj/14/wsj_1416,7,"(TOP (S (S (NP-SBJ (NP (DT Those)(`` ``)(NNS people)('' ''))(SBAR (WHPP-1 (TO to)(WHNP (WP whom)))(S (NP-SBJ (PRP I))(VP (VBP refer)(PP (-NONE- *T*-1))))))(VP (VBP are)(RB not)(NP-PRD (DT some)(JJ heroic)(, ,)(JJ indecipherable)(NN quantity))))(: ;)(S (NP-SBJ (PRP they))(VP (VBP are)(NP-PRD (NP (NP (NNS artists))(, ,)(NP (NNS critics))(, ,)(NP (NN taxi)(NNS drivers))(, ,)(NP (NNS grandmothers))(, ,)(NP (NP (RB even)(DT some)(NNS employees))(PP (IN of)(NP (NP (DT the)(NNP Ministry))(PP (IN of)(NP (NNP Culture)))))))(, ,)(NP (NP (DT all))(PP (IN of)(SBAR-NOM (WHNP-2 (WP whom))(S (NP-SBJ (-NONE- *T*-2))(VP (VBP share)(NP (NP (DT a)(JJ deep)(NN belief))(PP (IN in)(NP (NP (NP (DT the)(JJ original)(NNS principles))(PP (IN of)(NP (DT the)(NNP Cuban)(NNP Revolution))))(, ,)(VP (VBN spelled)(NP (-NONE- *))(ADVP (RB out))(PP (IN in)(NP (NP (NNS terms))(PP (JJ such)(IN as)(NP (NP (NP (NN equality))(PP (IN among)(NP (NP (DT all)(NNS members))(PP (IN of)(NP (DT the)(NN society))))))(, ,)(NP (NP (NN reverence))(PP (IN for)(NP (NP (NN education))(CC and)(NP (JJ creative)(NN expression)))))(, ,)(NP (NP (JJ universal)(NNS rights))(PP (IN to)(NP (NN health)(CC and)(NN livelihood))))(, ,)(NP (NN housing))(, ,)(NP (FW etc))))))))))))))))))(. .)))","Those `` people '' to whom I refer *T*-1 are not some heroic , indecipherable quantity ; they are artists , critics , taxi drivers , grandmothers , even some employees of the Ministry of Culture , all of whom *T*-2 share a deep belief in the original principles of the Cuban Revolution , spelled * out in terms such as equality among all members of the society , reverence for education and creative expression , universal rights to health and livelihood , housing , etc ."
nw/wsj/14/wsj_1418,7,"(TOP (S (NP-SBJ (NP (DT A)(NN spokesman))(PP (IN for)(NP (DT the)(NN city))))(VP (VP (MD would)(RB n't)(VP (VB confirm)(NP (NP (DT the)(NN size))(PP (IN of)(NP (DT the)(NN bond)(NN issue))))))(, ,)(CC but)(VP (VBD did)(VP (VB say)(SBAR (IN that)(S (NP-SBJ (DT a)(NML (JJ general)(NN obligation))(NN offering))(VP (VP (VBZ is)(PP-PRD (IN in)(NP (DT the)(NNS works))))(CC and)(VP (MD should)(VP (VB be)(VP (VBN priced)(ADVP-TMP (RB sometime)(PP (IN in)(NP (DT the)(JJ next)(CD two)(NNS weeks))))(, ,)(PP-TMP (IN before)(NP (DT the)(NNP November)(JJ mayoral)(NN election))))))))))))(. .)))","A spokesman for the city would n't confirm the size of the bond issue , but did say that a general obligation offering is in the works and should be priced sometime in the next two weeks , before the November mayoral election ."
