filename,treeno,tree,sentence,match,spanString
wb/sel/66/sel_6697,1,"(TOP (XX Again)(XX ,)(XX defense)(XX is)(XX not)(XX likely)(XX to)(XX take)(XX that)(XX proffer)(XX at)(XX face)(XX value)(XX ,)(XX and)(XX they)(XX are)(XX fully)(XX entitled)(XX by)(XX law)(XX to)(VERB inquire)(XX further)(XX ,)(XX to)(XX see)(XX whether)(XX you)(XX are)(XX lying)(XX or)(XX exaggerating)(XX .))","Again , defense is not likely to take that proffer at face value , and they are fully entitled by law to inquire further , to see whether you are lying or exaggerating .","(TOP (XX Again) (XX ,) (XX defense) (XX is) (XX not) (XX likely) (XX to) (XX take) (XX that) (XX proffer) (XX at) (XX face) (XX value) (XX ,) (XX and) (XX they) (XX are) (XX fully) (XX entitled) (XX by) (XX law) (XX to) (VERB inquire) (XX further) (XX ,) (XX to) (XX see) (XX whether) (XX you) (XX are) (XX lying) (XX or) (XX exaggerating) (XX .)) ","Again , defense is not likely to take that proffer at face value , and they are fully entitled by law to inquire further , to see whether you are lying or exaggerating ."
wb/sel/66/sel_6651,1,"(TOP (XX When)(XX I)(VERB inquired)(XX ,)(XX I)(XX was)(XX told)(XX that)(XX he)(XX had)(XX not)(XX bought)(XX or)(XX sold)(XX any)(XX horses)(XX this)(XX year)(XX and)(XX was)(XX now)(XX using)(XX them)(XX to)(XX round)(XX up)(XX and)(XX heard)(XX the)(XX cattle)(XX .))","When I inquired , I was told that he had not bought or sold any horses this year and was now using them to round up and heard the cattle .","(TOP (XX When) (XX I) (VERB inquired) (XX ,) (XX I) (XX was) (XX told) (XX that) (XX he) (XX had) (XX not) (XX bought) (XX or) (XX sold) (XX any) (XX horses) (XX this) (XX year) (XX and) (XX was) (XX now) (XX using) (XX them) (XX to) (XX round) (XX up) (XX and) (XX heard) (XX the) (XX cattle) (XX .)) ","When I inquired , I was told that he had not bought or sold any horses this year and was now using them to round up and heard the cattle ."
wb/sel/66/sel_6602,1,(TOP (XX I)(XX had)(XX heard)(XX there)(XX were)(XX g-vernment)(XX grants)(XX for)(XX getting)(XX homes)(XX but)(XX I)(XX do)(XX n't)(XX know)(XX for)(XX sure)(XX or)(XX how)(XX one)(XX would)(VERB inquire)(XX about)(XX it)(XX .)),I had heard there were g-vernment grants for getting homes but I do n't know for sure or how one would inquire about it .,(TOP (XX I) (XX had) (XX heard) (XX there) (XX were) (XX g-vernment) (XX grants) (XX for) (XX getting) (XX homes) (XX but) (XX I) (XX do) (XX n't) (XX know) (XX for) (XX sure) (XX or) (XX how) (XX one) (XX would) (VERB inquire) (XX about) (XX it) (XX .)) ,I had heard there were g-vernment grants for getting homes but I do n't know for sure or how one would inquire about it .
wb/sel/50/sel_5039,1,"(TOP (XX They)(XX do)(XX n't)(XX work)(XX because)(XX the)(XX thief)(XX steels)(XX the)(XX device)(XX anyhow)(XX ,)(XX and)(XX then)(XX either)(VERB fences)(XX it)(XX for)(XX less)(XX money)(XX or)(XX tosses)(XX it)(XX when)(XX its)(XX found)(XX to)(XX be)(XX locked)(XX .))","They do n't work because the thief steels the device anyhow , and then either fences it for less money or tosses it when its found to be locked .","(TOP (XX They) (XX do) (XX n't) (XX work) (XX because) (XX the) (XX thief) (XX steels) (XX the) (XX device) (XX anyhow) (XX ,) (XX and) (XX then) (XX either) (VERB fences) (XX it) (XX for) (XX less) (XX money) (XX or) (XX tosses) (XX it) (XX when) (XX its) (XX found) (XX to) (XX be) (XX locked) (XX .)) ","They do n't work because the thief steels the device anyhow , and then either fences it for less money or tosses it when its found to be locked ."
wb/sel/68/sel_6845,1,"(TOP (XX I)(XX 'm)(XX not)(XX sure)(XX what)(XX they)(XX did)(XX about)(XX the)(XX blue)(XX water)(XX ,)(XX but)(XX I)(XX did)(XX learn)(XX that)(XX not)(XX all)(XX crust)(XX is)(XX bad)(XX ,)(XX and)(XX if)(XX you)(XX 're)(XX working)(XX on)(XX old)(XX lead)(XX pipes)(XX ,)(XX do)(XX n't)(XX scrape)(XX all)(XX the)(XX crust)(XX off)(XX the)(XX inside)(XX ,)(XX or)(XX it)(XX may)(XX start)(XX to)(VERB leach)(XX into)(XX your)(XX water)(XX Rhiannon)(XX -------)(XX It)(XX is)(XX n't)(XX pollution)(XX that)(XX 's)(XX harming)(XX the)(XX environment)(XX .))","I 'm not sure what they did about the blue water , but I did learn that not all crust is bad , and if you 're working on old lead pipes , do n't scrape all the crust off the inside , or it may start to leach into your water Rhiannon ------- It is n't pollution that 's harming the environment .","(TOP (XX I) (XX 'm) (XX not) (XX sure) (XX what) (XX they) (XX did) (XX about) (XX the) (XX blue) (XX water) (XX ,) (XX but) (XX I) (XX did) (XX learn) (XX that) (XX not) (XX all) (XX crust) (XX is) (XX bad) (XX ,) (XX and) (XX if) (XX you) (XX 're) (XX working) (XX on) (XX old) (XX lead) (XX pipes) (XX ,) (XX do) (XX n't) (XX scrape) (XX all) (XX the) (XX crust) (XX off) (XX the) (XX inside) (XX ,) (XX or) (XX it) (XX may) (XX start) (XX to) (VERB leach) (XX into) (XX your) (XX water) (XX Rhiannon) (XX -------) (XX It) (XX is) (XX n't) (XX pollution) (XX that) (XX 's) (XX harming) (XX the) (XX environment) (XX .)) ","I 'm not sure what they did about the blue water , but I did learn that not all crust is bad , and if you 're working on old lead pipes , do n't scrape all the crust off the inside , or it may start to leach into your water Rhiannon ------- It is n't pollution that 's harming the environment ."
wb/sel/68/sel_6845,1,"(TOP (XX I)(XX 'm)(XX not)(XX sure)(XX what)(XX they)(XX did)(XX about)(XX the)(XX blue)(XX water)(XX ,)(XX but)(XX I)(XX did)(XX learn)(XX that)(XX not)(XX all)(XX crust)(XX is)(XX bad)(XX ,)(XX and)(XX if)(XX you)(XX 're)(XX working)(XX on)(XX old)(XX lead)(XX pipes)(XX ,)(XX do)(XX n't)(XX scrape)(XX all)(XX the)(XX crust)(XX off)(XX the)(XX inside)(XX ,)(XX or)(XX it)(XX may)(XX start)(XX to)(VERB leach)(XX into)(XX your)(XX water)(XX Rhiannon)(XX -------)(XX It)(XX is)(XX n't)(XX pollution)(XX that)(XX 's)(XX harming)(XX the)(XX environment)(XX .))","I 'm not sure what they did about the blue water , but I did learn that not all crust is bad , and if you 're working on old lead pipes , do n't scrape all the crust off the inside , or it may start to leach into your water Rhiannon ------- It is n't pollution that 's harming the environment .","(TOP (XX I) (XX 'm) (XX not) (XX sure) (XX what) (XX they) (XX did) (XX about) (XX the) (XX blue) (XX water) (XX ,) (XX but) (XX I) (XX did) (XX learn) (XX that) (XX not) (XX all) (XX crust) (XX is) (XX bad) (XX ,) (XX and) (XX if) (XX you) (XX 're) (XX working) (XX on) (XX old) (XX lead) (XX pipes) (XX ,) (XX do) (XX n't) (XX scrape) (XX all) (XX the) (XX crust) (XX off) (XX the) (XX inside) (XX ,) (XX or) (XX it) (XX may) (XX start) (XX to) (VERB leach) (XX into) (XX your) (XX water) (XX Rhiannon) (XX -------) (XX It) (XX is) (XX n't) (XX pollution) (XX that) (XX 's) (XX harming) (XX the) (XX environment) (XX .)) ","I 'm not sure what they did about the blue water , but I did learn that not all crust is bad , and if you 're working on old lead pipes , do n't scrape all the crust off the inside , or it may start to leach into your water Rhiannon ------- It is n't pollution that 's harming the environment ."
wb/sel/68/sel_6845,1,"(TOP (XX I)(XX 'm)(XX not)(XX sure)(XX what)(XX they)(XX did)(XX about)(XX the)(XX blue)(XX water)(XX ,)(XX but)(XX I)(XX did)(XX learn)(XX that)(XX not)(XX all)(XX crust)(XX is)(XX bad)(XX ,)(XX and)(XX if)(XX you)(XX 're)(XX working)(XX on)(XX old)(XX lead)(XX pipes)(XX ,)(XX do)(XX n't)(XX scrape)(XX all)(XX the)(XX crust)(XX off)(XX the)(XX inside)(XX ,)(XX or)(XX it)(XX may)(XX start)(XX to)(VERB leach)(XX into)(XX your)(XX water)(XX Rhiannon)(XX -------)(XX It)(XX is)(XX n't)(XX pollution)(XX that)(XX 's)(XX harming)(XX the)(XX environment)(XX .))","I 'm not sure what they did about the blue water , but I did learn that not all crust is bad , and if you 're working on old lead pipes , do n't scrape all the crust off the inside , or it may start to leach into your water Rhiannon ------- It is n't pollution that 's harming the environment .","(TOP (XX I) (XX 'm) (XX not) (XX sure) (XX what) (XX they) (XX did) (XX about) (XX the) (XX blue) (XX water) (XX ,) (XX but) (XX I) (XX did) (XX learn) (XX that) (XX not) (XX all) (XX crust) (XX is) (XX bad) (XX ,) (XX and) (XX if) (XX you) (XX 're) (XX working) (XX on) (XX old) (XX lead) (XX pipes) (XX ,) (XX do) (XX n't) (XX scrape) (XX all) (XX the) (XX crust) (XX off) (XX the) (XX inside) (XX ,) (XX or) (XX it) (XX may) (XX start) (XX to) (VERB leach) (XX into) (XX your) (XX water) (XX Rhiannon) (XX -------) (XX It) (XX is) (XX n't) (XX pollution) (XX that) (XX 's) (XX harming) (XX the) (XX environment) (XX .)) ","I 'm not sure what they did about the blue water , but I did learn that not all crust is bad , and if you 're working on old lead pipes , do n't scrape all the crust off the inside , or it may start to leach into your water Rhiannon ------- It is n't pollution that 's harming the environment ."
wb/sel/68/sel_6898,1,"(TOP (XX Also)(XX ,)(XX I)(XX suspect)(XX the)(XX Japanese)(XX companies)(XX would)(XX n't)(XX have)(XX much)(XX of)(XX a)(XX clue)(XX of)(XX what)(XX to)(XX market)(XX in)(XX the)(XX US)(XX -LRB-)(XX or)(XX Europe)(XX or)(XX whatever)(XX -RRB-)(XX show-wise)(XX ,)(XX that)(XX would)(XX end)(XX up)(XX being)(XX worth)(XX their)(XX time)(XX and)(XX money)(XX to)(VERB localize)(XX -LRB-)(XX well)(XX ,)(XX barring)(XX things)(XX like)(XX Naruto)(XX --)(XX but)(XX there)(XX are)(XX only)(XX so)(XX many)(XX of)(XX these)(XX shows)(XX to)(XX sell)(XX -RRB-)(XX .))","Also , I suspect the Japanese companies would n't have much of a clue of what to market in the US ( or Europe or whatever ) show-wise , that would end up being worth their time and money to localize ( well , barring things like Naruto -- but there are only so many of these shows to sell ) .","(TOP (XX Also) (XX ,) (XX I) (XX suspect) (XX the) (XX Japanese) (XX companies) (XX would) (XX n't) (XX have) (XX much) (XX of) (XX a) (XX clue) (XX of) (XX what) (XX to) (XX market) (XX in) (XX the) (XX US) (XX -LRB-) (XX or) (XX Europe) (XX or) (XX whatever) (XX -RRB-) (XX show-wise) (XX ,) (XX that) (XX would) (XX end) (XX up) (XX being) (XX worth) (XX their) (XX time) (XX and) (XX money) (XX to) (VERB localize) (XX -LRB-) (XX well) (XX ,) (XX barring) (XX things) (XX like) (XX Naruto) (XX --) (XX but) (XX there) (XX are) (XX only) (XX so) (XX many) (XX of) (XX these) (XX shows) (XX to) (XX sell) (XX -RRB-) (XX .)) ","Also , I suspect the Japanese companies would n't have much of a clue of what to market in the US ( or Europe or whatever ) show-wise , that would end up being worth their time and money to localize ( well , barring things like Naruto -- but there are only so many of these shows to sell ) ."
wb/sel/68/sel_6898,1,"(TOP (XX Also)(XX ,)(XX I)(XX suspect)(XX the)(XX Japanese)(XX companies)(XX would)(XX n't)(XX have)(XX much)(XX of)(XX a)(XX clue)(XX of)(XX what)(XX to)(XX market)(XX in)(XX the)(XX US)(XX -LRB-)(XX or)(XX Europe)(XX or)(XX whatever)(XX -RRB-)(XX show-wise)(XX ,)(XX that)(XX would)(XX end)(XX up)(XX being)(XX worth)(XX their)(XX time)(XX and)(XX money)(XX to)(VERB localize)(XX -LRB-)(XX well)(XX ,)(XX barring)(XX things)(XX like)(XX Naruto)(XX --)(XX but)(XX there)(XX are)(XX only)(XX so)(XX many)(XX of)(XX these)(XX shows)(XX to)(XX sell)(XX -RRB-)(XX .))","Also , I suspect the Japanese companies would n't have much of a clue of what to market in the US ( or Europe or whatever ) show-wise , that would end up being worth their time and money to localize ( well , barring things like Naruto -- but there are only so many of these shows to sell ) .","(TOP (XX Also) (XX ,) (XX I) (XX suspect) (XX the) (XX Japanese) (XX companies) (XX would) (XX n't) (XX have) (XX much) (XX of) (XX a) (XX clue) (XX of) (XX what) (XX to) (XX market) (XX in) (XX the) (XX US) (XX -LRB-) (XX or) (XX Europe) (XX or) (XX whatever) (XX -RRB-) (XX show-wise) (XX ,) (XX that) (XX would) (XX end) (XX up) (XX being) (XX worth) (XX their) (XX time) (XX and) (XX money) (XX to) (VERB localize) (XX -LRB-) (XX well) (XX ,) (XX barring) (XX things) (XX like) (XX Naruto) (XX --) (XX but) (XX there) (XX are) (XX only) (XX so) (XX many) (XX of) (XX these) (XX shows) (XX to) (XX sell) (XX -RRB-) (XX .)) ","Also , I suspect the Japanese companies would n't have much of a clue of what to market in the US ( or Europe or whatever ) show-wise , that would end up being worth their time and money to localize ( well , barring things like Naruto -- but there are only so many of these shows to sell ) ."
wb/sel/03/sel_0301,1,"(TOP (S-IMP (LST (LS 2.))(NP-SBJ (-NONE- *PRO*))(VP (VB Do)(RB n't)(VP (VP (VB chew)(NP (NN gum)))(, ,)(VP (VB carry)(NP (NP (NNS knives))(CC or)(NP (NN key)(NNS rings)))(PP-LOC (IN in)(NP (PRP$ your)(NNS pockets))))(VP-ETC (FW etc.))(SBAR-TMP (IN while)(S (NP-SBJ (-NONE- *PRO*))(VP (VBG skating))))))(. .)))","2. *PRO* Do n't chew gum , carry knives or key rings in your pockets etc. while *PRO* skating .","(VP (VB Do) (RB n't) (VP (VP (VB chew) (NP (NN gum))) (, ,) (VP (VB carry) (NP (NP (NNS knives)) (CC or) (NP (NN key) (NNS rings))) (PP-LOC (IN in) (NP (PRP$ your) (NNS pockets)))) (VP-ETC (FW etc.)) (SBAR-TMP (IN while) (S (NP-SBJ (-NONE- *PRO*)) (VP (VBG skating)))))) ","Do n't chew gum , carry knives or key rings in your pockets etc. while *PRO* skating"
wb/sel/03/sel_0300,1,"(TOP (S (S-IMP (NP-SBJ (-NONE- *PRO*))(VP (VB Face)(NP (PRP it))))(: :)(S (S (NP-SBJ-1 (PRP You))(VP (VBP do)(RB n't)(VP (VB want)(S (NP-SBJ (-NONE- *PRO*-1))(VP (TO to)(VP (VP (VB read)(NP (NP (NN anything))(PP (-NONE- *ICH*-2))))(CC or)(VP (VB see)(NP (NP (NN anything))(PP (-NONE- *ICH*-2))))(PP-2 (IN about)(NP (NNP JG)))))))))(, ,)(CC so)(S (NP-SBJ-3 (PRP you))(VP (VBP call)(NP-TMP (DT every)(NN remark))(S-ADV (NP-SBJ (-NONE- *PRO*-3))(VP (VBG whining)))(, ,)(ADVP (RB no)(RB matter)(SBAR (WHADJP-4 (WRB how)(JJ thoughtful)(CC or)(JJ credible))(S (NP-SBJ (PRP$ his)(NNS comments))(VP (VBP are)(ADJP-PRD (-NONE- *T*-4)))))))))(. .)))","*PRO* Face it : You do n't want *PRO*-1 to read anything *ICH*-2 or see anything *ICH*-2 about JG , so you call every remark *PRO*-3 whining , no matter how thoughtful or credible his comments are *T*-4 .",(VP (VBP do) (RB n't) (VP (VB want) (S (NP-SBJ (-NONE- *PRO*-1)) (VP (TO to) (VP (VP (VB read) (NP (NP (NN anything)) (PP (-NONE- *ICH*-2)))) (CC or) (VP (VB see) (NP (NP (NN anything)) (PP (-NONE- *ICH*-2)))) (PP-2 (IN about) (NP (NNP JG)))))))) ,do n't want *PRO*-1 to read anything *ICH*-2 or see anything *ICH*-2 about JG
wb/sel/03/sel_0372,1,(TOP (S (NP-SBJ (NP (DT No)(NN one))(ADVP-LOC (RB here)))(VP (VBZ has)(ADVP-TMP (RB ever))(VP (VBN said)(SBAR (-NONE- 0)(S (NP-SBJ-1 (PRP you))(VP (VBP are)(RB not)(ADJP-PRD (JJ free)(S (NP-SBJ (-NONE- *PRO*-1))(VP (VP (TO to)(VP (VB worship)(SBAR-ADV (IN as)(S (NP-SBJ (PRP you))(VP (VBP please))))))(CC or)(VP (TO to)(VP (VB follow)(NP (NP (DT the)(JJ religious)(NN path))(SBAR (WHNP-2 (-NONE- 0))(S (NP-SBJ (PRP you))(VP (VBP choose)(NP (-NONE- *T*-2))))))))))))))))(. .))),No one here has ever said 0 you are not free *PRO*-1 to worship as you please or to follow the religious path 0 you choose *T*-2 .,(VP (VBP are) (RB not) (ADJP-PRD (JJ free) (S (NP-SBJ (-NONE- *PRO*-1)) (VP (VP (TO to) (VP (VB worship) (SBAR-ADV (IN as) (S (NP-SBJ (PRP you)) (VP (VBP please)))))) (CC or) (VP (TO to) (VP (VB follow) (NP (NP (DT the) (JJ religious) (NN path)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (PRP you)) (VP (VBP choose) (NP (-NONE- *T*-2)))))))))))) ,are not free *PRO*-1 to worship as you please or to follow the religious path 0 you choose *T*-2
wb/sel/03/sel_0348,1,(TOP (S (S (NP-SBJ (PRP I))(VP (VBP 'm)(RB not)(ADJP-PRD (JJ sure)(SBAR (WHNP-1 (WHNP (WDT what)(NN kind))(PP (IN of)(NP (NP (JJ warped)(NN female))(CC or)(NP (NN drag)(NN queen)))))(S (NP-SBJ (-NONE- *T*-1))(VP (MD could)(VP (VB carry)(NP (DT these))(PRT (RP off)))))))))(CC but)(S (NP-SBJ-2 (PRP I))(VP (VBD had)(S (NP-SBJ (-NONE- *-2))(VP (TO to)(VP (VB share))))))(. .))),I 'm not sure what kind of warped female or drag queen *T*-1 could carry these off but I had *-2 to share .,(VP (VBP 'm) (RB not) (ADJP-PRD (JJ sure) (SBAR (WHNP-1 (WHNP (WDT what) (NN kind)) (PP (IN of) (NP (NP (JJ warped) (NN female)) (CC or) (NP (NN drag) (NN queen))))) (S (NP-SBJ (-NONE- *T*-1)) (VP (MD could) (VP (VB carry) (NP (DT these)) (PRT (RP off)))))))) ,'m not sure what kind of warped female or drag queen *T*-1 could carry these off
wb/sel/04/sel_0454,1,"(TOP (S (NP-SBJ (PRP They))(ADVP (RB only))(VP (VP (VBP cover)(NP (NP (NNS folks))(VP (ADVP (RB actually))(VBG getting)(NP (NN unemployment)))))(, ,)(CC &)(VP (VBP do)(RB not)(VP (VB include)(NP (NP (DT those))(SBAR (WHNP-1 (WDT that))(S (NP-SBJ-2 (-NONE- *T*-1))(VP (VP (VBP do)(RB n't)(VP (VB qualify)(PP-CLR (IN for)(NP (PRP it)))))(, ,)(VP (VBP have)(VP (VBN stopped)(S (NP-SBJ (-NONE- *-2))(VP (VBG getting)(NP (PRP it))))))(, ,)(CC or)(VP (VBP have)(ADVP-TMP (RB never))(VP (VBN applied))))))(PP (IN among)(NP (NP (DT a)(NN myirad))(PP (IN of)(NP (NP (NNS others))(PP (IN like)(NP (PRP myself)))))))))))(. .)))","They only cover folks actually getting unemployment , & do not include those that *T*-1 do n't qualify for it , have stopped *-2 getting it , or have never applied among a myirad of others like myself .","(VP (VBP do) (RB not) (VP (VB include) (NP (NP (DT those)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ-2 (-NONE- *T*-1)) (VP (VP (VBP do) (RB n't) (VP (VB qualify) (PP-CLR (IN for) (NP (PRP it))))) (, ,) (VP (VBP have) (VP (VBN stopped) (S (NP-SBJ (-NONE- *-2)) (VP (VBG getting) (NP (PRP it)))))) (, ,) (CC or) (VP (VBP have) (ADVP-TMP (RB never)) (VP (VBN applied)))))) (PP (IN among) (NP (NP (DT a) (NN myirad)) (PP (IN of) (NP (NP (NNS others)) (PP (IN like) (NP (PRP myself)))))))))) ","do not include those that *T*-1 do n't qualify for it , have stopped *-2 getting it , or have never applied among a myirad of others like myself"
wb/sel/04/sel_0495,1,"(TOP (S (PP-TMP (IN During)(NP (DT the)(NN trip)))(, ,)(NP-SBJ-1 (NNP Carol))(VP (VBD was)(RB not)(ADJP-PRD (PP (IN in)(NP (DT the)(JJS least)))(JJ ashamed)(S (NP-SBJ-2 (-NONE- *PRO*-1))(VP (TO to)(VP (VB be)(VP (VBN seen)(NP (-NONE- *-2))(PP-MNR (IN in)(NP (NP (NNS shorts))(CC or)(NP (NN swimming)(NN attire)))))))))(SBAR-ADV (IN although)(S (NP-SBJ (PRP$ her)(JJ artificial)(NN leg))(VP (VBD covered)(NP (PRP$ her)(NN stump))(PP-EXT (IN to)(PP (ADVP (RB just))(IN below)(NP (DT the)(NN hip))))))))(. .)))","During the trip , Carol was not in the least ashamed *PRO*-1 to be seen *-2 in shorts or swimming attire although her artificial leg covered her stump to just below the hip .",(VP (VBD was) (RB not) (ADJP-PRD (PP (IN in) (NP (DT the) (JJS least))) (JJ ashamed) (S (NP-SBJ-2 (-NONE- *PRO*-1)) (VP (TO to) (VP (VB be) (VP (VBN seen) (NP (-NONE- *-2)) (PP-MNR (IN in) (NP (NP (NNS shorts)) (CC or) (NP (NN swimming) (NN attire))))))))) (SBAR-ADV (IN although) (S (NP-SBJ (PRP$ her) (JJ artificial) (NN leg)) (VP (VBD covered) (NP (PRP$ her) (NN stump)) (PP-EXT (IN to) (PP (ADVP (RB just)) (IN below) (NP (DT the) (NN hip)))))))) ,was not in the least ashamed *PRO*-1 to be seen *-2 in shorts or swimming attire although her artificial leg covered her stump to just below the hip
wb/sel/04/sel_0440,1,(TOP (S (S (NP-SBJ-1 (PRP It))(VP (VBZ does)(RB n't)(VP (VB have)(S (NP-SBJ (-NONE- *-1))(VP (TO to)(VP (VB be)(ADJP-PRD (RB very)(JJ big))))))))(: --)(S (NP-SBJ (PRP I))(VP (VBD found)(SBAR (-NONE- 0)(S (NP-SBJ (NN sterllite)(NNS dishpans))(VP (VP (VBP are)(NP-PRD (RB just)(DT the)(JJ right)(NN size)))(CC &)(ADVP (RB only))(VP (VBP cost)(NP (DT a)(NN buck)(QP (CC or)(CD two)))))))))(. .))),It does n't have *-1 to be very big -- I found 0 sterllite dishpans are just the right size & only cost a buck or two .,NA,NA
wb/sel/32/sel_3204,1,"(TOP (S (NP-SBJ (DT A)(NN partnership))(, ,)(ADVP (RB OTOH))(VP (VBZ exists)(NP-TMP (NP (DT any)(NN time))(SBAR (WHADVP-1 (-NONE- 0))(S (NP-SBJ (QP (CD 2)(CC or)(JJR more))(NNS persons))(VP (VBP get)(ADVP-CLR (RB together))(PP-PRP (IN for)(NP (DT a)(NN business)(NN venture)))(ADVP-TMP (-NONE- *T*-1))))))(, ,)(SBAR-ADV (SBAR (IN whether)(CC or)(RB not)(S (NP-SBJ (PRP they))(VP (VBP spell)(PRT (RP out))(NP (NP (PRP$ their)(NNS rights)(CC and)(NNS duties))(PP (IN vs.)(NP (DT each)(JJ other))))(PP-MNR (IN in)(NP (NN writing))))))(, ,)(CC and)(SBAR (IN whether)(CC or)(RB not)(S (NP-SBJ-2 (PRP it))(VP (VBZ is)(VP (VBN intended)(S (NP-SBJ (-NONE- *-2))(VP (TO to)(VP (VB be)(NP-PRD (NP (NP (DT a)(JJ permanent)(NN bond))(-LRB- -LRB-)(PP (IN like)(NP (DT a)(NN marriage)))(-RRB- -RRB-))(CC or)(NP (NP (DT a)(NML (CD one)(HYPH -)(NN time))(NN joint)(NN venture))(PP (IN for)(NP (DT a)(JJ particular)(NN project))))))))))))))(. .)))","A partnership , OTOH exists any time 0 2 or more persons get together for a business venture *T*-1 , whether or not they spell out their rights and duties vs. each other in writing , and whether or not it is intended *-2 to be a permanent bond ( like a marriage ) or a one - time joint venture for a particular project .",(SBAR (IN whether) (CC or) (RB not) (S (NP-SBJ-2 (PRP it)) (VP (VBZ is) (VP (VBN intended) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB be) (NP-PRD (NP (NP (DT a) (JJ permanent) (NN bond)) (-LRB- -LRB-) (PP (IN like) (NP (DT a) (NN marriage))) (-RRB- -RRB-)) (CC or) (NP (NP (DT a) (NML (CD one) (HYPH -) (NN time)) (NN joint) (NN venture)) (PP (IN for) (NP (DT a) (JJ particular) (NN project)))))))))))) ,whether or not it is intended *-2 to be a permanent bond ( like a marriage ) or a one - time joint venture for a particular project
wb/sel/69/sel_6919,1,"(TOP (XX For)(XX the)(XX record)(XX ,)(XX his)(XX tactic)(XX seems)(XX to)(XX be)(XX to)(VERB lull)(XX you)(XX into)(XX a)(XX feeling)(XX of)(XX security)(XX by)(XX saying)(XX things)(XX like)(XX &)(XX quot)(XX ;)(XX You)(XX can)(XX have)(XX this)(XX one)(XX ,)(XX I)(XX do)(XX n't)(XX deserve)(XX it.)(XX &)(XX quot)(XX ;)(XX or)(XX &)(XX quot)(XX ;)(XX I)(XX 've)(XX got)(XX nothing)(XX left)(XX ,)(XX this)(XX one)(XX is)(XX yours)(XX .)(XX '))","For the record , his tactic seems to be to lull you into a feeling of security by saying things like & quot ; You can have this one , I do n't deserve it. & quot ; or & quot ; I 've got nothing left , this one is yours . '","(TOP (XX For) (XX the) (XX record) (XX ,) (XX his) (XX tactic) (XX seems) (XX to) (XX be) (XX to) (VERB lull) (XX you) (XX into) (XX a) (XX feeling) (XX of) (XX security) (XX by) (XX saying) (XX things) (XX like) (XX &) (XX quot) (XX ;) (XX You) (XX can) (XX have) (XX this) (XX one) (XX ,) (XX I) (XX do) (XX n't) (XX deserve) (XX it.) (XX &) (XX quot) (XX ;) (XX or) (XX &) (XX quot) (XX ;) (XX I) (XX 've) (XX got) (XX nothing) (XX left) (XX ,) (XX this) (XX one) (XX is) (XX yours) (XX .) (XX ')) ","For the record , his tactic seems to be to lull you into a feeling of security by saying things like & quot ; You can have this one , I do n't deserve it. & quot ; or & quot ; I 've got nothing left , this one is yours . '"
wb/sel/56/sel_5698,1,"(TOP (XX I)(XX 'm)(XX not)(XX looking)(XX to)(VERB gouge)(XX anybody)(XX ,)(XX or)(XX make)(XX a)(XX fortune)(XX ,)(XX I)(XX 'd)(XX just)(XX like)(XX to)(XX get)(XX an)(XX idea)(XX of)(XX what)(XX a)(XX fair)(XX garage-sale)(XX price)(XX would)(XX be)(XX .))","I 'm not looking to gouge anybody , or make a fortune , I 'd just like to get an idea of what a fair garage-sale price would be .","(TOP (XX I) (XX 'm) (XX not) (XX looking) (XX to) (VERB gouge) (XX anybody) (XX ,) (XX or) (XX make) (XX a) (XX fortune) (XX ,) (XX I) (XX 'd) (XX just) (XX like) (XX to) (XX get) (XX an) (XX idea) (XX of) (XX what) (XX a) (XX fair) (XX garage-sale) (XX price) (XX would) (XX be) (XX .)) ","I 'm not looking to gouge anybody , or make a fortune , I 'd just like to get an idea of what a fair garage-sale price would be ."
wb/sel/56/sel_5637,1,"(TOP (XX Olive)(XX oil)(XX not)(XX only)(XX makes)(XX it)(XX easier)(XX for)(XX the)(XX blade)(XX to)(VERB glide)(XX over)(XX your)(XX face)(XX or)(XX legs)(XX ,)(XX but)(XX it)(XX moisturizes)(XX your)(XX skin)(XX as)(XX well)(XX .))","Olive oil not only makes it easier for the blade to glide over your face or legs , but it moisturizes your skin as well .","(TOP (XX Olive) (XX oil) (XX not) (XX only) (XX makes) (XX it) (XX easier) (XX for) (XX the) (XX blade) (XX to) (VERB glide) (XX over) (XX your) (XX face) (XX or) (XX legs) (XX ,) (XX but) (XX it) (XX moisturizes) (XX your) (XX skin) (XX as) (XX well) (XX .)) ","Olive oil not only makes it easier for the blade to glide over your face or legs , but it moisturizes your skin as well ."
wb/sel/51/sel_5127,1,"(TOP (XX Desperate)(XX to)(XX feed)(XX their)(XX families)(XX ,)(XX they)(XX could)(XX not)(XX afford)(XX to)(XX let)(XX their)(XX land)(XX lie)(XX fallow)(XX or)(XX to)(VERB fertilize)(XX it)(XX .))","Desperate to feed their families , they could not afford to let their land lie fallow or to fertilize it .","(TOP (XX Desperate) (XX to) (XX feed) (XX their) (XX families) (XX ,) (XX they) (XX could) (XX not) (XX afford) (XX to) (XX let) (XX their) (XX land) (XX lie) (XX fallow) (XX or) (XX to) (VERB fertilize) (XX it) (XX .)) ","Desperate to feed their families , they could not afford to let their land lie fallow or to fertilize it ."
